first_name,last_name,birthday,gender,state,bioguide_id,opensecrets_id,party,image,title,url,address,phone,contact_form,twitter,facebook,facebook_id
John,Cornyn,2/2/1952,M,TX,C001056,N00024852,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMWkxckREVVFlR1E,sen,http://www.cornyn.senate.gov,517 Hart Senate Office Building Washington DC 20510,202-224-2934,http://www.cornyn.senate.gov/public/index.cfm?p=ContactForm,JohnCornyn,sen.johncornyn,75755694423
Jim,Costa,4/13/1952,M,CA,C001059,N00026341,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NVkVLNkZ3OUhOOTQ,rep,http://costa.house.gov,1314 Longworth HOB; Washington DC 20515-0516,202-225-3341,http://www.house.gov/formcosta/issue.htm,RepJimCosta,RepJimCosta,no facebook
Emanuel,Cleaver,10/26/1944,M,MO,C001061,N00026790,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NVnBkRFROeTNENDg,rep,http://cleaver.house.gov,2335 Rayburn HOB; Washington DC 20515-2505,202-225-4535,http://cleaver.house.gov/contact-me/email-me,RepCleaver,emanuelcleaverii,7954512692
K.,Conaway,6/11/1948,M,TX,C001062,N00026041,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMWNDMzl6aWgzSjQ,rep,http://conaway.house.gov,2430 Rayburn HOB; Washington DC 20515-4311,202-225-3605,http://conaway.house.gov/Contact/default.aspx#email,ConawayTX11,mike.conaway,203482063021985
Henry,Cuellar,9/19/1955,M,TX,C001063,N00024978,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NcVd0c1JOQVRpTVk,rep,http://cuellar.house.gov,2431 Rayburn HOB; Washington DC 20515-4328,202-225-1640,http://cuellar.house.gov/Contact/SendMeAnEmail.htm,RepCuellar,152569121550,152569121550
John,Campbell,7/19/1955,M,CA,C001064,N00027565,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMHNIeUdlQmNXVlE,rep,http://www.campbell.house.gov,2331 Rayburn HOB; Washington DC 20515-0545,202-225-5611,https://forms.house.gov/campbell/webforms/issue_subscribe.htm,RepJohnCampbell,JohnCampbell,60546090739
Kathy,Castor,8/20/1966,F,FL,C001066,N00027514,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NSFU5SWFqdjZMVjA,rep,http://castor.house.gov,205 Cannon HOB; Washington DC 20515-0914,202-225-3376,https://forms.house.gov/wyr/welcome.shtml,USRepKCastor,USRepKathyCastor,181810465190906
Yvette,Clarke,11/21/1964,F,NY,C001067,N00026961,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NNTZLck1NY3dnWmM,rep,http://clarke.house.gov,2351 Rayburn HOB; Washington DC 20515-3209,202-225-6231,http://clarke.house.gov/contact/,YvetteClarke,repyvettedclarke,135031389892682
Steve,Cohen,5/24/1949,M,TN,C001068,N00003225,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NdVhSSzVub3IzcDg,rep,http://cohen.house.gov,2404 Rayburn HOB; Washington DC 20515-4209,202-225-3265,http://cohen.house.gov/index.php?option=com_email_form&amp;Itemid=113,RepCohen,CongressmanSteveCohen,111456965545421
Joe,Courtney,4/6/1953,M,CT,C001069,N00024842,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NejUtUDhwdzJFZms,rep,http://courtney.house.gov,2348 Rayburn HOB; Washington DC 20515-0702,202-225-2076,http://forms.house.gov/courtney/webforms/contact-form.shtml,RepJoeCourtney,joecourtney,330408799230
Robert,Casey,4/13/1960,M,PA,C001070,N00027503,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NUVUxdUU5NDIyNUk,sen,http://www.casey.senate.gov,393 Russell Senate Office Building Washington DC 20510,202-224-6324,http://www.casey.senate.gov/contact/,SenBobCasey,SenatorBobCasey,107749545944874
Bob,Corker,8/24/1952,M,TN,C001071,N00027441,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NX3VxbWV3aGZsWTQ,sen,http://www.corker.senate.gov,425 Dirksen Senate Office Building Washington DC 20510,202-224-3344,http://www.corker.senate.gov/public/index.cfm?p=ContactMe,SenBobCorker,bobcorker,109251415789533
André,Carson,10/16/1974,M,IN,C001072,N00029513,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NVGVqQmgtWTFuRmc,rep,http://carson.house.gov,2453 Rayburn HOB; Washington DC 20515-1407,202-225-4011,https://forms.house.gov/carson/webforms/issue_subscribe.htm,RepAndreCarson,CongressmanAndreCarson,123884330964019
Bill,Cassidy,9/28/1957,M,LA,C001075,N00030245,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NWFVodHVreXVwMjA,rep,http://cassidy.house.gov,1131 Longworth HOB; Washington DC 20515-1806,202-225-3901,http://cassidy.house.gov/contact,no twitter,no facebook,no facebook
Jason,Chaffetz,3/26/1967,M,UT,C001076,N00028958,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5Nd2dXbnlEMXE3aDQ,rep,http://chaffetz.house.gov,2464 Rayburn HOB; Washington DC 20515-4403,202-225-7751,http://chaffetz.house.gov/contact-me/email-me,JasonInTheHouse,CongressmanJasonChaffetz,390419731073316
Mike,Coffman,3/19/1955,M,CO,C001077,N00024753,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NUFJnaDRRWXdNT1U,rep,http://coffman.house.gov,2443 Rayburn HOB; Washington DC 20515-0606,202-225-7882,http://forms.house.gov/coffman/webforms/issue_subscribe.htm,RepMikeCoffman,repmikecoffman,366142384492
Gerald,Connolly,3/30/1950,M,VA,C001078,N00029891,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NTXcxMjB0UTBqNkE,rep,http://connolly.house.gov,424 Cannon HOB; Washington DC 20515-4611,202-225-1492,https://forms.house.gov/connolly/contact-form.shtml,GerryConnolly,CongressmanGerryConnolly,177164035838
Judy,Chu,7/7/1953,F,CA,C001080,N00030600,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NZzh3b3dId3BRUVk,rep,http://chu.house.gov,1520 Longworth HOB; Washington DC 20515-0527,202-225-5464,http://chu.house.gov/connect-with-me/email-judy,RepJudyChu,RepJudyChu,41228315130
John,Carney,5/20/1956,M,DE,C001083,N00030736,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NWWdMOVdtdTRMZ3M,rep,http://johncarney.house.gov,1406 Longworth HOB; Washington DC 20515-0800,202-225-4165,https://forms.house.gov/carney/webforms/email-me.shtml,JohnCarneyde,JohnCarneyDE,156024857781159
David,Cicilline,7/15/1961,M,RI,C001084,N00032019,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NVTlFTUl1bXZVb1U,rep,http://cicilline.house.gov,128 Cannon HOB; Washington DC 20515-3901,202-225-4911,http://cicilline.house.gov/contact-me/email-me,RepCicilline,CongressmanDavidCicilline,186949061341027
Eric,Crawford,1/22/1966,M,AR,C001087,N00030770,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NTnFKN1lCR3JrZE0,rep,http://crawford.house.gov,1711 Longworth HOB; Washington DC 20515-0401,202-225-4076,http://crawford.house.gov/contact/,RepRickCrawford,RepRickCrawford,143344975723788
Chris,Coons,9/9/1963,M,DE,C001088,N00031820,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NOEE1a1JidjRHSXc,sen,http://www.coons.senate.gov,127A Russell Senate Office Building Washington DC 20510,202-224-5042,http://www.coons.senate.gov/contact/,SenCoonsOffice,senatorchriscoons,254950754518205
Matthew,Cartwright,5/1/1961,M,PA,C001090,N00034128,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NS0k3NjF1QkQ3ZWs,rep,http://cartwright.house.gov,1419 Longworth HOB; Washington DC 20515-3817,202-225-5546,http://cartwright.house.gov/contact/email-me,RepCartwright,CongressmanMattCartwright,248507065275406
Joaquin,Castro,9/16/1974,M,TX,C001091,N00033316,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NLXhtYTJrQjUzeHM,rep,http://castro.house.gov,212 Cannon HOB; Washington DC 20515-4320,202-225-3236,http://castro.house.gov/contact/email-me,JoaquinCastrotx,326420614138023,326420614138023
Chris,Collins,5/20/1950,M,NY,C001092,N00001285,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NbFdTOGdJLXNLSTg,rep,http://chriscollins.house.gov,1117 Longworth HOB; Washington DC 20515-3227,202-225-5265,http://chriscollins.house.gov/contact/email-me,RepChrisCollins,RepChrisCollins,467047586692268
Doug,Collins,8/16/1966,M,GA,C001093,N00033518,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NTW5kbW1vbWxMUkk,rep,http://dougcollins.house.gov,513 Cannon HOB; Washington DC 20515-1009,202-225-9893,http://dougcollins.house.gov/email-me/,RepDougCollins,RepresentativeDougCollins,505646972800006
Paul,Cook,3/3/1943,M,CA,C001094,N00034224,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NZUw1UVpmSGxVVms,rep,http://cook.house.gov,1222 Longworth HOB; Washington DC 20515-0508,202-225-5861,http://cook.house.gov/contact/email-me,RepPaulCook,RepPaulCook,464458413604093
Tom,Cotton,5/13/1977,M,AR,C001095,N00033363,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NbFA1dlY1bllhUmc,rep,http://cotton.house.gov,415 Cannon HOB; Washington DC 20515-0404,202-225-3772,http://cotton.house.gov/contact/email-me,RepTomCotton,RepTomCotton,120355701459307
Kevin,Cramer,1/21/1961,M,ND,C001096,N00004614,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMWFXWW11ZmZGNE0,rep,http://cramer.house.gov,1032 Longworth HOB; Washington DC 20515-3400,202-225-2611,http://cramer.house.gov/contact/email-me,RepKevinCramer,CongressmanKevinCramer,498751820147706
Tony,Cárdenas,3/31/1963,M,CA,C001097,N00033373,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NZjhXZGQwTTVkYk0,rep,http://cardenas.house.gov,1508 Longworth HOB; Washington DC 20515-0529,202-225-6131,http://cardenas.house.gov/contact/email-me,RepCardenas,repcardenas,485493954794945
Ted,Cruz,12/22/1970,M,TX,C001098,N00033085,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NdldKbVVHNjZ2T2c,sen,http://www.cruz.senate.gov,185 Dirksen Senate Office Building Washington DC 20510,202-224-5922,http://www.cruz.senate.gov/?p=email_senator,SenTedCruz,SenatorTedCruz,315496455229328
Katherine,Clark,7/17/1963,F,MA,C001101,N00035278,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NRWFjY3JrTWp5NFU,rep,http://katherineclark.house.gov,2108 Rayburn HOB; Washington DC 20515-2105,202-225-2836,no form,RepKClark,CongresswomanClark,1408040802774787
Danny,Davis,9/6/1941,M,IL,D000096,N00004884,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NbngzWVBBZUd0LW8,rep,http://www.davis.house.gov,2159 Rayburn HOB; Washington DC 20515-1307,202-225-5006,https://forms.house.gov/davis/webforms/issue_subscribe.htm,RepDannyDavis,280757931935749,280757931935749
Peter,DeFazio,5/27/1947,M,OR,D000191,N00007781,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NeXZZSFZ6bm9GalU,rep,http://defazio.house.gov,2134 Rayburn HOB; Washington DC 20515-3704,202-225-6416,https://forms.house.gov/defazio/IMA/contact.html,RepPeterDeFazio,RepPeterDeFazio,94324364811
Diana,DeGette,7/29/1957,F,CO,D000197,N00006134,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMHhXeHlFOW8tRmM,rep,http://degette.house.gov,2368 Rayburn HOB; Washington DC 20515-0601,202-225-4431,http://degette.house.gov/index.php?option=com_content&amp;view=article&amp;id=1045&amp;Itemid=202,RepDianaDeGette,DianaDeGette,110757973488
Rosa,DeLauro,3/2/1943,F,CT,D000216,N00000615,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NWkdiRFhIbjNmRTA,rep,http://delauro.house.gov,2413 Rayburn HOB; Washington DC 20515-0703,202-225-3661,http://delauro.house.gov/index.php?option=com_content&amp;view=article&amp;id=987&amp;Itemid=7,RosaDeLauro,CongresswomanRosaDeLauro,181302611907634
John,Dingell,7/8/1926,M,MI,D000355,N00001783,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NSlpfTk9GWWV3anc,rep,http://dingell.house.gov,2328 Rayburn HOB; Washington DC 20515-2212,202-225-4071,https://forms.house.gov/wyr/welcome.shtml,John_Dingell,johndingell,87490183861
Lloyd,Doggett,10/6/1946,M,TX,D000399,N00006023,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMlBNMlFNaG1ydXc,rep,http://doggett.house.gov,201 Cannon HOB; Washington DC 20515-4335,202-225-4865,http://doggett.house.gov/index.php/contact-lloyd-doggett,RepLloydDoggett,lloyddoggett,154050553704
Michael,Doyle,8/5/1953,M,PA,D000482,N00001373,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NbHBsTWk5eWVDZ3M,rep,http://doyle.house.gov,239 Cannon HOB; Washington DC 20515-3814,202-225-2135,http://doyle.house.gov/contact-me/email-me,USRepMikeDoyle,usrepmikedoyle,79663724861
John,Duncan,7/21/1947,M,TN,D000533,N00003209,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5Nb0ZjUzhtZ1N2c3c,rep,http://duncan.house.gov,2207 Rayburn HOB; Washington DC 20515-4202,202-225-5435,http://duncan.house.gov/contact-me/email-me,RepJohnDuncanJr,CongressmanDuncan,102385999834718
Richard,Durbin,11/21/1944,M,IL,D000563,N00004981,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NYUdJM05SRWs4XzA,sen,http://www.durbin.senate.gov,711 Hart Senate Office Building Washington DC 20510,202-224-2152,http://www.durbin.senate.gov/public/index.cfm/contact,SenatorDurbin,SenatorDurbin,180436795325335
Susan,Davis,4/13/1944,F,CA,D000598,N00009604,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NZVUtZ1dBRlhEZ3M,rep,http://www.house.gov/susandavis,1526 Longworth HOB; Washington DC 20515-0553,202-225-2040,http://www.house.gov/susandavis/contact.shtml,RepSusanDavis,RepSusanDavis,103767526332478
Mario,Diaz-Balart,9/25/1961,M,FL,D000600,N00025337,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NOGxDSHNpbWl5bnM,rep,http://mariodiazbalart.house.gov,436 Cannon HOB; Washington DC 20515-0925,202-225-4211,http://mariodiazbalart.house.gov/contact-mario,MarioDB,mdiazbalart,119538428117878
Charles,Dent,5/24/1960,M,PA,D000604,N00026171,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NVktiMUJmU1JGUWM,rep,http://dent.house.gov,2455 Rayburn HOB; Washington DC 20515-3815,202-225-6411,https://dent.house.gov/?p=ContactForm,no twitter,CongressmanDent,69862092533
Joe,Donnelly,9/28/1955,M,IN,D000607,N00026586,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NTVoxbmNlZVRLTWc,sen,http://www.donnelly.senate.gov,720 Hart Senate Office Building Washington DC 20510,202-224-4814,http://www.donnelly.senate.gov/contact/email-joe,SenDonnelly,senatordonnelly,168059529893610
Theodore,Deutch,5/7/1966,M,FL,D000610,N00031317,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NeGpWUHBvNjN6dkE,rep,http://teddeutch.house.gov,1024 Longworth HOB; Washington DC 20515-0921,202-225-3001,https://teddeutch.house.gov/Forms/WriteYourRep/default.aspx,RepTedDeutch,CongressmanTedDeutch,112179098816942
Jeff,Denham,7/29/1967,M,CA,D000612,N00031593,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NdnphTUduRDROQU0,rep,http://denham.house.gov,1730 Longworth HOB; Washington DC 20515-0510,202-225-4540,http://denham.house.gov/contact-me/email-me,RepJeffDenham,RepJeffDenham,133714040028137
Sean,Duffy,10/3/1971,M,WI,D000614,N00030967,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NaWJDcUxMVDNHWnc,rep,http://duffy.house.gov,1208 Longworth HOB; Washington DC 20515-4907,202-225-3365,http://duffy.house.gov/contact-me/email-me,RepSeanDuffy,RepSeanDuffy,119657691436457
Jeff,Duncan,1/7/1966,M,SC,D000615,N00030752,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NOUswbzBJNE16eTQ,rep,http://jeffduncan.house.gov,116 Cannon HOB; Washington DC 20515-4003,202-225-5301,http://jeffduncan.house.gov/contact-me/email-me,RepJeffDuncan,RepJeffDuncan,187268144624279
Scott,DesJarlais,2/21/1964,M,TN,D000616,N00030957,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NQlU4LWp4RjBaWEk,rep,http://desjarlais.house.gov,413 Cannon HOB; Washington DC 20515-4204,202-225-6831,http://desjarlais.house.gov/contact/cleveland-office.htm,DesJarlaisTN04,ScottDesJarlaisTN04,no facebook
Suzan,DelBene,2/17/1962,F,WA,D000617,N00030693,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NSENkSDJyMkxhX0U,rep,http://delbene.house.gov,318 Cannon HOB; Washington DC 20515-4701,202-225-6311,http://delbene.house.gov/contact-me/email-me,RepDelBene,RepDelBene,483962224987343
Steve,Daines,8/20/1962,M,MT,D000618,N00033054,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMmp1bVpkSXluZkU,rep,http://daines.house.gov,206 Cannon HOB; Washington DC 20515-2600,202-225-3211,https://daines.house.gov/email-me,SteveDaines,SteveDainesMT,185361254941832
Rodney,Davis,1/5/1970,M,IL,D000619,N00034784,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NQnM2TXlsemUtOWc,rep,http://rodneydavis.house.gov,1740 Longworth HOB; Washington DC 20515-1313,202-225-2371,http://rodneydavis.house.gov/contact/email-me,RodneyDavis,RepRodneyDavis,323631667743052
John,Delaney,4/16/1963,M,MD,D000620,N00033897,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMll6MG01QmpSSnc,rep,http://delaney.house.gov,1632 Longworth HOB; Washington DC 20515-2006,202-225-2721,http://delaney.house.gov/contact/email-me,RepJohnDelaney,congressmanjohndelaney,324527257655694
Ron,DeSantis,9/14/1978,M,FL,D000621,N00034746,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NUWFTSlpKcE80STg,rep,http://desantis.house.gov,427 Cannon HOB; Washington DC 20515-0906,202-225-2706,http://desantis.house.gov/contact/email-me,RepDeSantis,RepDeSantis,464253846966014
Tammy,Duckworth,3/12/1968,F,IL,D000622,N00027860,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NZGplaDdZbmdaVEU,rep,http://duckworth.house.gov,104 Cannon HOB; Washington DC 20515-1308,202-225-3711,http://duckworth.house.gov/contact/email-me,RepDuckworth,CongresswomanTammyDuckworth,112300955610529
Eliot,Engel,2/18/1947,M,NY,E000179,N00001003,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NRlZOLVpfNnF4Y1U,rep,http://engel.house.gov,2161 Rayburn HOB; Washington DC 20515-3216,202-225-2464,http://www.house.gov/writerep,RepEliotEngel,RepEliotLEngel,103355984852
Anna,Eshoo,12/13/1942,F,CA,E000215,N00007335,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NWE9jVlc2QVYyZTA,rep,http://eshoo.house.gov,241 Cannon HOB; Washington DC 20515-0518,202-225-8104,https://forms.house.gov/eshoo/webforms/issue_subscribe.htm,RepAnnaEshoo,RepAnnaEshoo,174979964227
Michael,Enzi,2/1/1944,M,WY,E000285,N00006249,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NbkFtaWNBWWUwUVE,sen,http://www.enzi.senate.gov,379A Russell Senate Office Building Washington DC 20510,202-224-3424,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,SenatorEnzi,mikeenzi,23068049436
Keith,Ellison,8/4/1963,M,MN,E000288,N00028257,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NNFdpQmxjcGFDOTA,rep,http://ellison.house.gov,2244 Rayburn HOB; Washington DC 20515-2305,202-225-4755,http://ellison.house.gov/index.php?option=com_content&amp;task=view&amp;id=87,KeithEllison,Keith.Ellison,7997462059
Donna,Edwards,6/28/1958,F,MD,E000290,N00028249,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NVGx0NWd4ZnIyZmc,rep,http://donnaedwards.house.gov,2445 Rayburn HOB; Washington DC 20515-2004,202-225-8699,http://www.house.gov/writerep,RepDonnaEdwards,107297211756,107297211756
Renee,Ellmers,2/9/1964,F,NC,E000291,N00031513,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NcWRLeVUwTE56dVk,rep,http://ellmers.house.gov,426 Cannon HOB; Washington DC 20515-3302,202-225-4531,http://ellmers.house.gov/contact-us/,RepReneeEllmers,reneeellmers,167641493275000
William,Enyart,9/22/1949,M,IL,E000292,N00034884,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NSkhLU1lFNklJUmc,rep,http://enyart.house.gov,1722 Longworth HOB; Washington DC 20515-1312,202-225-5661,http://enyart.house.gov/contact/email-me,RepBillEnyart,527281100637880,527281100637880
Elizabeth,Esty,8/25/1959,F,CT,E000293,N00033217,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NaTVsUTVKZWN3aXc,rep,http://esty.house.gov,509 Cannon HOB; Washington DC 20515-0705,202-225-4476,http://esty.house.gov/contact/email-me,RepEsty,RepEsty,292076514228382
Eni,Faleomavaega,8/15/1943,M,AS,F000010,N00007632,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NTDZfVkFyUUhUQ0E,rep,http://faleomavaega.house.gov,2422 Rayburn HOB; Washington DC 20515-5201,202-225-8577,http://www.house.gov/writerep,EFaleomavaega,617466718276952,617466718276952
Sam,Farr,7/4/1941,M,CA,F000030,N00007312,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NZmw2VGhKTGxQSkU,rep,http://www.farr.house.gov,1126 Longworth HOB; Washington DC 20515-0520,202-225-2861,http://www.farr.house.gov/index.php?option=com_content&amp;task=view&amp;id=202,RepSamFarr,RepSamFarr,7018136294
Chaka,Fattah,11/21/1956,M,PA,F000043,N00001746,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NckVSR1RhVUc1N28,rep,http://fattah.house.gov,2301 Rayburn HOB; Washington DC 20515-3802,202-225-4001,http://fattah.house.gov/?sectionid=8&amp;sectiontree=8,ChakaFattah,repfattah,165961823475034
Dianne,Feinstein,6/22/1933,F,CA,F000062,N00007364,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NNS1rb01nMnlPMUU,sen,http://www.feinstein.senate.gov,331 Hart Senate Office Building Washington DC 20510,202-224-3841,http://www.feinstein.senate.gov/public/index.cfm/e-mail-me,SenFeinstein,senatorfeinstein,334887279867783
Rodney,Frelinghuysen,4/29/1946,M,NJ,F000372,N00000684,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NWVVfOEVMTTRFVzg,rep,http://frelinghuysen.house.gov,2306 Rayburn HOB; Washington DC 20515-3011,202-225-5034,http://frelinghuysen.house.gov/contactus/form.cfm,USRepRodney,rfrelinghuysen,191509977669708
Jeff,Flake,12/31/1962,M,AZ,F000444,N00009573,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NeUVOWFpJZjFWU1U,sen,http://www.flake.senate.gov,368 Russell Senate Office Building Washington DC 20510,202-224-4521,http://www.flake.senate.gov/public/index.cfm/contact-jeff,JeffFlake,senatorjeffflake,no facebook
J.,Forbes,2/17/1952,M,VA,F000445,N00013799,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NRmp6Sm5TOUIteU0,rep,http://forbes.house.gov,2135 Rayburn HOB; Washington DC 20515-4604,202-225-6365,http://forbes.house.gov/contact/zipauth.htm,Randy_Forbes,randyforbes,356330225020
Trent,Franks,6/19/1957,M,AZ,F000448,N00006423,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NVmNIUmNhLS1xYWM,rep,http://franks.house.gov,2435 Rayburn HOB; Washington DC 20515-0308,202-225-4576,http://franks.house.gov/contact-me/email-me,RepTrentFranks,TrentFranks,209486545087
Jeff,Fortenberry,12/27/1960,M,NE,F000449,N00026631,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NMTFGY1F1YjBCV1U,rep,http://fortenberry.house.gov,1514 Longworth HOB; Washington DC 20515-2701,202-225-4806,http://fortenberry.house.gov/index.php?option=com_content&amp;view=article&amp;id=3374&amp;Itemid=72,JeffFortenberry,jefffortenberry,48426842354
Virginia,Foxx,6/29/1943,F,NC,F000450,N00026166,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NZlM1Sk5pOUswLUk,rep,http://foxx.house.gov,2350 Rayburn HOB; Washington DC 20515-3305,202-225-2071,http://www.house.gov/formfoxx/IMA/issue_subscribe.htm,VirginiaFoxx,RepVirginiaFoxx,no facebook
Michael,Fitzpatrick,6/28/1963,M,PA,F000451,N00027229,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NU3dGY0tZdmFGNlk,rep,http://fitzpatrick.house.gov,2400 Rayburn HOB; Washington DC 20515-3808,202-225-4276,http://fitzpatrick.house.gov/contact-me/email-me,RepFitzpatrick,RepFitzpatrick,132077153521454
Bill,Foster,10/7/1955,M,IL,F000454,N00029139,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NOWpTek5FUjcwYWs,rep,http://foster.house.gov,1224 Longworth HOB; Washington DC 20515-1311,202-225-3515,http://foster.house.gov/contact/email-me,RepBillFoster,CongressmanBillFoster,102918290599
Marcia,Fudge,10/29/1952,F,OH,F000455,N00030490,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NcC02alllNGRBWVk,rep,http://fudge.house.gov,2344 Rayburn HOB; Washington DC 20515-3511,202-225-7032,http://fudge.house.gov/press-contacts/,RepMarciaFudge,RepMarciaLFudge,279006440801
John,Fleming,7/5/1951,M,LA,F000456,N00029679,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NSWVNQWFXcG42T2M,rep,http://fleming.house.gov,416 Cannon HOB; Washington DC 20515-1804,202-225-2777,https://fleming.house.gov/contact/contactform.htm,RepFleming,repjohnfleming,372154186772
Alan,Franken,5/21/1951,M,MN,F000457,N00029016,Democrat,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NbHpjb19YZzdGUGs,sen,http://www.franken.senate.gov,309 Hart Senate Office Building Washington DC 20510,202-224-5641,http://www.franken.senate.gov/?p=contact,no twitter,no facebook,no facebook
Stephen,Fincher,2/7/1973,M,TN,F000458,N00031141,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NcFNkOEcxcUJzcWc,rep,http://fincher.house.gov,1118 Longworth HOB; Washington DC 20515-4208,202-225-4714,http://fincher.house.gov/contact-me/email-me,RepFincherTN08,RepFincherTN08,128861763849209
Charles,Fleischmann,10/11/1962,M,TN,F000459,N00030815,Republican,https://drive.google.com/uc?id=0B9oZ9Poh4Y5NdFN4ZklOVnZsQkU,rep,http://fleischmann.house.gov,230 Cannon HOB; Washington DC 20515-4203,202-225-3271,http://fleischmann.house.gov/contact-me/email-me,RepChuck,repchuck,189998554345168
